,Município,ano,ginibr
660,211270 Vargem Grande,1991,"0,4929"
661,211280 Viana,1991,"0,4986"
662,211285 Vila Nova dos Martírios,1991,
663,211290 Vitória do Mearim,1991,"0,4704"
664,211300 Vitorino Freire,1991,"0,6136"
665,211400 Zé Doca,1991,"0,4661"
666,220005 Acauã,1991,
667,220010 Agricolândia,1991,"0,5051"
668,220020 Água Branca,1991,"0,4913"
669,220025 Alagoinha do Piauí,1991,"0,5981"
670,220027 Alegrete do Piauí,1991,
671,220030 Alto Longá,1991,"0,547"
672,220040 Altos,1991,"0,5271"
673,220045 Alvorada do Gurguéia,1991,
674,220050 Amarante,1991,"0,506"
675,220060 Angical do Piauí,1991,"0,6701"
676,220070 Anísio de Abreu,1991,"0,4548"
677,220080 Antônio Almeida,1991,"0,4445"
678,220090 Aroazes,1991,"0,5222"
679,220095 Aroeiras do Itaim,1991,
680,220100 Arraial,1991,"0,4708"
681,220105 Assunção do Piauí,1991,
682,220110 Avelino Lopes,1991,"0,5104"
683,220115 Baixa Grande do Ribeiro,1991,
684,220117 Barra D'Alcântara,1991,
685,220120 Barras,1991,"0,5427"
686,220130 Barreiras do Piauí,1991,"0,5135"
687,220140 Barro Duro,1991,"0,585"
688,220150 Batalha,1991,"0,5377"
689,220155 Bela Vista do Piauí,1991,
690,220157 Belém do Piauí,1991,
691,220160 Beneditinos,1991,"0,5276"
692,220170 Bertolínia,1991,"0,6083"
693,220173 Betânia do Piauí,1991,
694,220177 Boa Hora,1991,
695,220180 Bocaina,1991,"0,5305"
696,220190 Bom Jesus,1991,"0,7643"
697,220191 Bom Princípio do Piauí,1991,
698,220192 Bonfim do Piauí,1991,
699,220194 Boqueirão do Piauí,1991,
700,220196 Brasileira,1991,
701,220198 Brejo do Piauí,1991,
702,220200 Buriti dos Lopes,1991,"0,461"
703,220202 Buriti dos Montes,1991,
704,220205 Cabeceiras do Piauí,1991,
705,220207 Cajazeiras do Piauí,1991,
706,220208 Cajueiro da Praia,1991,
707,220209 Caldeirão Grande do Piauí,1991,
708,220210 Campinas do Piauí,1991,"0,5004"
709,220211 Campo Alegre do Fidalgo,1991,
710,220213 Campo Grande do Piauí,1991,
711,220217 Campo Largo do Piauí,1991,
712,220220 Campo Maior,1991,"0,5894"
713,220225 Canavieira,1991,
714,220230 Canto do Buriti,1991,"0,6524"
715,220240 Capitão de Campos,1991,"0,6263"
716,220245 Capitão Gervásio Oliveira,1991,
717,220250 Caracol,1991,"0,5863"
718,220253 Caraúbas do Piauí,1991,
719,220255 Caridade do Piauí,1991,
720,220260 Castelo do Piauí,1991,"0,5774"
721,220265 Caxingó,1991,
722,220270 Cocal,1991,"0,5363"
723,220271 Cocal de Telha,1991,
724,220272 Cocal dos Alves,1991,
725,220273 Coivaras,1991,
726,220275 Colônia do Gurguéia,1991,
727,220277 Colônia do Piauí,1991,
728,220280 Conceição do Canindé,1991,"0,5641"
729,220285 Coronel José Dias,1991,
730,220290 Corrente,1991,"0,6716"
731,220300 Cristalândia do Piauí,1991,"0,5978"
732,220310 Cristino Castro,1991,"0,5651"
733,220320 Curimatá,1991,"0,6558"
734,220323 Currais,1991,
735,220327 Curral Novo do Piauí,1991,
736,220325 Curralinhos,1991,
737,220330 Demerval Lobão,1991,"0,5309"
738,220335 Dirceu Arcoverde,1991,"0,5017"
739,220340 Dom Expedito Lopes,1991,"0,533"
740,220345 Dom Inocêncio,1991,"0,4133"
741,220342 Domingos Mourão,1991,"0,4468"
742,220350 Elesbão Veloso,1991,"0,5466"
743,220360 Eliseu Martins,1991,"0,5261"
744,220370 Esperantina,1991,"0,5958"
745,220375 Fartura do Piauí,1991,
746,220380 Flores do Piauí,1991,"0,635"
747,220385 Floresta do Piauí,1991,
748,220390 Floriano,1991,"0,6215"
749,220400 Francinópolis,1991,"0,4609"
750,220410 Francisco Ayres,1991,"0,6474"
751,220415 Francisco Macedo,1991,
752,220420 Francisco Santos,1991,"0,5037"
753,220430 Fronteiras,1991,"0,5882"
754,220435 Geminiano,1991,
755,220440 Gilbués,1991,"0,5293"
756,220450 Guadalupe,1991,"0,5829"
757,220455 Guaribas,1991,
758,220460 Hugo Napoleão,1991,"0,5492"
759,220465 Ilha Grande,1991,
760,220470 Inhuma,1991,"0,5884"
761,220480 Ipiranga do Piauí,1991,"0,5325"
762,220490 Isaías Coelho,1991,"0,4587"
763,220500 Itainópolis,1991,"0,4462"
764,220510 Itaueira,1991,"0,5341"
765,220515 Jacobina do Piauí,1991,
766,220520 Jaicós,1991,"0,5711"
767,220525 Jardim do Mulato,1991,
768,220527 Jatobá do Piauí,1991,
769,220530 Jerumenha,1991,"0,5409"
770,220535 João Costa,1991,
771,220540 Joaquim Pires,1991,"0,622"
772,220545 Joca Marques,1991,
773,220550 José de Freitas,1991,"0,5421"
774,220551 Juazeiro do Piauí,1991,
775,220552 Júlio Borges,1991,
776,220553 Jurema,1991,
777,220555 Lagoa Alegre,1991,
778,220557 Lagoa de São Francisco,1991,
779,220556 Lagoa do Barro do Piauí,1991,
780,220558 Lagoa do Piauí,1991,
781,220559 Lagoa do Sítio,1991,
782,220554 Lagoinha do Piauí,1991,
783,220560 Landri Sales,1991,"0,5167"
784,220570 Luís Correia,1991,"0,4591"
785,220580 Luzilândia,1991,"0,5539"
786,220585 Madeiro,1991,
787,220590 Manoel Emídio,1991,"0,5367"
788,220595 Marcolândia,1991,
789,220600 Marcos Parente,1991,"0,4309"
790,220605 Massapê do Piauí,1991,
791,220610 Matias Olímpio,1991,"0,5348"
792,220620 Miguel Alves,1991,"0,4794"
793,220630 Miguel Leão,1991,"0,694"
794,220635 Milton Brandão,1991,
795,220640 Monsenhor Gil,1991,"0,4997"
796,220650 Monsenhor Hipólito,1991,"0,4788"
797,220660 Monte Alegre do Piauí,1991,"0,6043"
798,220665 Morro Cabeça no Tempo,1991,
799,220667 Morro do Chapéu do Piauí,1991,
800,220669 Murici dos Portelas,1991,
801,220670 Nazaré do Piauí,1991,"0,5462"
802,220672 Nazária,1991,
803,220675 Nossa Senhora de Nazaré,1991,
804,220680 Nossa Senhora dos Remédios,1991,"0,4541"
805,220795 Nova Santa Rita,1991,
806,220690 Novo Oriente do Piauí,1991,"0,4392"
807,220695 Novo Santo Antônio,1991,
808,220700 Oeiras,1991,"0,5704"
809,220710 Olho D'Água do Piauí,1991,
810,220720 Padre Marcos,1991,"0,5115"
811,220730 Paes Landim,1991,"0,479"
812,220735 Pajeú do Piauí,1991,
813,220740 Palmeira do Piauí,1991,"0,4826"
814,220750 Palmeirais,1991,"0,5361"
815,220755 Paquetá,1991,
816,220760 Parnaguá,1991,"0,5288"
817,220770 Parnaíba,1991,"0,5826"
818,220775 Passagem Franca do Piauí,1991,
819,220777 Patos do Piauí,1991,
820,220779 Pau D'Arco do Piauí,1991,
821,220780 Paulistana,1991,"0,4573"
822,220785 Pavussu,1991,
823,220790 Pedro II,1991,"0,556"
824,220793 Pedro Laurentino,1991,
825,220800 Picos,1991,"0,5873"
826,220810 Pimenteiras,1991,"0,4333"
827,220820 Pio IX,1991,"0,5191"
828,220830 Piracuruca,1991,"0,5598"
829,220840 Piripiri,1991,"0,5778"
830,220850 Porto,1991,"0,5315"
831,220855 Porto Alegre do Piauí,1991,
832,220860 Prata do Piauí,1991,"0,5145"
833,220865 Queimada Nova,1991,
834,220870 Redenção do Gurguéia,1991,"0,4872"
835,220880 Regeneração,1991,"0,5212"
836,220885 Riacho Frio,1991,
837,220887 Ribeira do Piauí,1991,
838,220890 Ribeiro Gonçalves,1991,"0,4818"
839,220900 Rio Grande do Piauí,1991,"0,505"
840,220910 Santa Cruz do Piauí,1991,"0,5157"
841,220915 Santa Cruz dos Milagres,1991,
842,220920 Santa Filomena,1991,"0,5959"
843,220930 Santa Luz,1991,"0,4685"
844,220937 Santa Rosa do Piauí,1991,
845,220935 Santana do Piauí,1991,
846,220940 Santo Antônio de Lisboa,1991,"0,5251"
847,220945 Santo Antônio dos Milagres,1991,
848,220950 Santo Inácio do Piauí,1991,"0,4894"
849,220955 São Braz do Piauí,1991,
850,220960 São Félix do Piauí,1991,"0,5123"
851,220965 São Francisco de Assis do Piauí,1991,
852,220970 São Francisco do Piauí,1991,"0,5063"
853,220975 São Gonçalo do Gurguéia,1991,
854,220980 São Gonçalo do Piauí,1991,"0,3938"
855,220985 São João da Canabrava,1991,"0,4204"
856,220987 São João da Fronteira,1991,
857,220990 São João da Serra,1991,"0,4866"
858,220995 São João da Varjota,1991,
859,220997 São João do Arraial,1991,
860,221000 São João do Piauí,1991,"0,5432"
861,221005 São José do Divino,1991,
862,221010 São José do Peixe,1991,"0,5573"
863,221020 São José do Piauí,1991,"0,523"
864,221030 São Julião,1991,"0,537"
865,221035 São Lourenço do Piauí,1991,
866,221037 São Luis do Piauí,1991,
867,221038 São Miguel da Baixa Grande,1991,
868,221039 São Miguel do Fidalgo,1991,
869,221040 São Miguel do Tapuio,1991,"0,5389"
870,221050 São Pedro do Piauí,1991,"0,5372"
871,221060 São Raimundo Nonato,1991,"0,5618"
872,221062 Sebastião Barros,1991,
873,221063 Sebastião Leal,1991,
874,221065 Sigefredo Pacheco,1991,
875,221070 Simões,1991,"0,6131"
876,221080 Simplício Mendes,1991,"0,7086"
877,221090 Socorro do Piauí,1991,"0,5517"
878,221093 Sussuapara,1991,
879,221095 Tamboril do Piauí,1991,
880,221097 Tanque do Piauí,1991,
881,221100 Teresina,1991,"0,6463"
882,221110 União,1991,"0,6144"
883,221120 Uruçuí,1991,"0,5714"
884,221130 Valença do Piauí,1991,"0,5635"
885,221135 Várzea Branca,1991,
886,221140 Várzea Grande,1991,"0,4771"
887,221150 Vera Mendes,1991,
888,221160 Vila Nova do Piauí,1991,
889,221170 Wall Ferraz,1991,
890,230010 Abaiara,1991,"0,4475"
891,230015 Acarape,1991,"0,4186"
892,230020 Acaraú,1991,"0,5173"
893,230030 Acopiara,1991,"0,5832"
894,230040 Aiuaba,1991,"0,6217"
895,230050 Alcântaras,1991,"0,4804"
896,230060 Altaneira,1991,"0,6243"
897,230070 Alto Santo,1991,"0,4821"
898,230075 Amontada,1991,"0,4984"
899,230080 Antonina do Norte,1991,"0,5446"
900,230090 Apuiarés,1991,"0,5275"
901,230100 Aquiraz,1991,"0,4986"
902,230110 Aracati,1991,"0,5648"
903,230120 Aracoiaba,1991,"0,5564"
904,230125 Ararendá,1991,
905,230130 Araripe,1991,"0,4905"
906,230140 Aratuba,1991,"0,4919"
907,230150 Arneiroz,1991,"0,5101"
908,230160 Assaré,1991,"0,5295"
909,230170 Aurora,1991,"0,6584"
910,230180 Baixio,1991,"0,5654"
911,230185 Banabuiú,1991,"0,5251"
912,230190 Barbalha,1991,"0,6055"
913,230195 Barreira,1991,"0,5177"
914,230200 Barro,1991,"0,4934"
915,230205 Barroquinha,1991,"0,4151"
916,230210 Baturité,1991,"0,5235"
917,230220 Beberibe,1991,"0,4706"
918,230230 Bela Cruz,1991,"0,4965"
919,230240 Boa Viagem,1991,"0,5474"
920,230250 Brejo Santo,1991,"0,672"
921,230260 Camocim,1991,"0,542"
922,230270 Campos Sales,1991,"0,5745"
923,230280 Canindé,1991,"0,5153"
924,230290 Capistrano,1991,"0,4927"
925,230300 Caridade,1991,"0,5133"
926,230310 Cariré,1991,"0,5745"
927,230320 Caririaçu,1991,"0,5261"
928,230330 Cariús,1991,"0,6224"
929,230340 Carnaubal,1991,"0,5438"
930,230350 Cascavel,1991,"0,4991"
931,230360 Catarina,1991,"0,4542"
932,230365 Catunda,1991,
933,230370 Caucaia,1991,"0,5133"
934,230380 Cedro,1991,"0,7119"
935,230390 Chaval,1991,"0,5121"
936,230393 Choró,1991,
937,230395 Chorozinho,1991,"0,4206"
938,230400 Coreaú,1991,"0,5308"
939,230410 Crateús,1991,"0,5911"
940,230420 Crato,1991,"0,6498"
941,230423 Croatá,1991,"0,4569"
942,230425 Cruz,1991,"0,4387"
943,230426 Deputado Irapuan Pinheiro,1991,"0,5696"
944,230427 Ererê,1991,"0,6888"
945,230428 Eusébio,1991,"0,611"
946,230430 Farias Brito,1991,"0,6001"
947,230435 Forquilha,1991,"0,4811"
948,230440 Fortaleza,1991,"0,658"
949,230445 Fortim,1991,
950,230450 Frecheirinha,1991,"0,5497"
951,230460 General Sampaio,1991,"0,5607"
952,230465 Graça,1991,"0,4088"
953,230470 Granja,1991,"0,5189"
954,230480 Granjeiro,1991,"0,6092"
955,230490 Groaíras,1991,"0,4566"
956,230495 Guaiúba,1991,"0,4194"
957,230500 Guaraciaba do Norte,1991,"0,5598"
958,230510 Guaramiranga,1991,"0,4614"
959,230520 Hidrolândia,1991,"0,4776"
960,230523 Horizonte,1991,"0,478"
961,230526 Ibaretama,1991,"0,4387"
962,230530 Ibiapina,1991,"0,4988"
963,230533 Ibicuitinga,1991,"0,5176"
964,230535 Icapuí,1991,"0,4954"
965,230540 Icó,1991,"0,5556"
966,230550 Iguatu,1991,"0,6281"
967,230560 Independência,1991,"0,4832"
968,230565 Ipaporanga,1991,"0,4547"
969,230570 Ipaumirim,1991,"0,5962"
970,230580 Ipu,1991,"0,5749"
971,230590 Ipueiras,1991,"0,5173"
972,230600 Iracema,1991,"0,4891"
973,230610 Irauçuba,1991,"0,5003"
974,230620 Itaiçaba,1991,"0,48"
975,230625 Itaitinga,1991,
976,230630 Itapagé,1991,"0,5264"
977,230640 Itapipoca,1991,"0,5528"
978,230650 Itapiúna,1991,"0,5425"
979,230655 Itarema,1991,"0,5863"
980,230660 Itatira,1991,"0,428"
981,230670 Jaguaretama,1991,"0,5193"
982,230680 Jaguaribara,1991,"0,5514"
983,230690 Jaguaribe,1991,"0,5965"
984,230700 Jaguaruana,1991,"0,4723"
985,230710 Jardim,1991,"0,5326"
986,230720 Jati,1991,"0,548"
987,230725 Jijoca de Jericoacoara,1991,
988,230730 Juazeiro do Norte,1991,"0,5903"
989,230740 Jucás,1991,"0,6283"
990,230750 Lavras da Mangabeira,1991,"0,5973"
991,230760 Limoeiro do Norte,1991,"0,5256"
992,230763 Madalena,1991,"0,5423"
993,230765 Maracanaú,1991,"0,4776"
994,230770 Maranguape,1991,"0,5124"
995,230780 Marco,1991,"0,5018"
996,230790 Martinópole,1991,"0,4651"
997,230800 Massapê,1991,"0,4507"
998,230810 Mauriti,1991,"0,552"
999,230820 Meruoca,1991,"0,4537"
1000,230830 Milagres,1991,"0,561"
1001,230835 Milhã,1991,"0,473"
1002,230837 Miraíma,1991,"0,4288"
1003,230840 Missão Velha,1991,"0,5314"
1004,230850 Mombaça,1991,"0,6747"
1005,230860 Monsenhor Tabosa,1991,"0,6274"
1006,230870 Morada Nova,1991,"0,5203"
1007,230880 Moraújo,1991,"0,4078"
1008,230890 Morrinhos,1991,"0,4767"
1009,230900 Mucambo,1991,"0,4425"
1010,230910 Mulungu,1991,"0,4798"
1011,230920 Nova Olinda,1991,"0,5265"
1012,230930 Nova Russas,1991,"0,6187"
1013,230940 Novo Oriente,1991,"0,5486"
1014,230945 Ocara,1991,"0,4515"
1015,230950 Orós,1991,"0,5264"
1016,230960 Pacajus,1991,"0,5266"
1017,230970 Pacatuba,1991,"0,4221"
1018,230980 Pacoti,1991,"0,5196"
1019,230990 Pacujá,1991,"0,7"
1020,231000 Palhano,1991,"0,4911"
1021,231010 Palmácia,1991,"0,522"
1022,231020 Paracuru,1991,"0,5306"
1023,231025 Paraipaba,1991,"0,549"
1024,231030 Parambu,1991,"0,516"
1025,231040 Paramoti,1991,"0,4455"
1026,231050 Pedra Branca,1991,"0,5133"
1027,231060 Penaforte,1991,"0,5479"
1028,231070 Pentecoste,1991,"0,465"
1029,231080 Pereiro,1991,"0,6174"
1030,231085 Pindoretama,1991,"0,4392"
1031,231090 Piquet Carneiro,1991,"0,5359"
1032,231095 Pires Ferreira,1991,"0,4689"
1033,231100 Poranga,1991,"0,5591"
1034,231110 Porteiras,1991,"0,5728"
1035,231120 Potengi,1991,"0,603"
1036,231123 Potiretama,1991,"0,5308"
1037,231126 Quiterianópolis,1991,"0,4739"
1038,231130 Quixadá,1991,"0,6096"
1039,231135 Quixelô,1991,"0,5177"
1040,231140 Quixeramobim,1991,"0,6549"
1041,231150 Quixeré,1991,"0,4799"
1042,231160 Redenção,1991,"0,4756"
1043,231170 Reriutaba,1991,"0,5449"
1044,231180 Russas,1991,"0,5735"
1045,231190 Saboeiro,1991,"0,5896"
1046,231195 Salitre,1991,"0,4509"
1047,231220 Santa Quitéria,1991,"0,6063"
1048,231200 Santana do Acaraú,1991,"0,4331"
1049,231210 Santana do Cariri,1991,"0,537"
1050,231230 São Benedito,1991,"0,5581"
1051,231240 São Gonçalo do Amarante,1991,"0,4958"
1052,231250 São João do Jaguaribe,1991,"0,4822"
1053,231260 São Luís do Curu,1991,"0,529"
1054,231270 Senador Pompeu,1991,"0,6651"
1055,231280 Senador Sá,1991,"0,3634"
1056,231290 Sobral,1991,"0,608"
1057,231300 Solonópole,1991,"0,578"
1058,231310 Tabuleiro do Norte,1991,"0,5412"
1059,231320 Tamboril,1991,"0,4895"
1060,231325 Tarrafas,1991,"0,4996"
1061,231330 Tauá,1991,"0,6159"
1062,231335 Tejuçuoca,1991,"0,4876"
1063,231340 Tianguá,1991,"0,5822"
1064,231350 Trairi,1991,"0,506"
1065,231355 Tururu,1991,"0,4303"
1066,231360 Ubajara,1991,"0,5106"
1067,231370 Umari,1991,"0,5818"
1068,231375 Umirim,1991,"0,4994"
1069,231380 Uruburetama,1991,"0,4773"
1070,231390 Uruoca,1991,"0,4428"
1071,231395 Varjota,1991,"0,5637"
1072,231400 Várzea Alegre,1991,"0,5949"
1073,231410 Viçosa do Ceará,1991,"0,5461"
1074,240010 Acari,1991,"0,5695"
1075,240020 Açu,1991,"0,576"
1076,240030 Afonso Bezerra,1991,"0,5012"
1077,240040 Água Nova,1991,"0,5246"
1078,240050 Alexandria,1991,"0,6031"
1079,240060 Almino Afonso,1991,"0,536"
1080,240070 Alto do Rodrigues,1991,"0,479"
1081,240080 Angicos,1991,"0,5505"
1082,240090 Antônio Martins,1991,"0,682"
1083,240100 Apodi,1991,"0,53"
1084,240110 Areia Branca,1991,"0,5327"
1085,240120 Arês,1991,"0,4601"
1086,240130 Augusto Severo,1991,"0,5033"
1087,240140 Baía Formosa,1991,"0,5347"
1088,240145 Baraúna,1991,"0,4977"
1089,240150 Barcelona,1991,"0,492"
1090,240160 Bento Fernandes,1991,"0,5054"
1091,240165 Bodó,1991,
1092,240170 Bom Jesus,1991,"0,4811"
1093,240180 Brejinho,1991,"0,485"
1094,240185 Caiçara do Norte,1991,
1095,240190 Caiçara do Rio do Vento,1991,"0,4203"
1096,240200 Caicó,1991,"0,5464"
1097,240210 Campo Redondo,1991,"0,4713"
1098,240220 Canguaretama,1991,"0,4434"
1099,240230 Caraúbas,1991,"0,5497"
1100,240240 Carnaúba dos Dantas,1991,"0,4078"
1101,240250 Carnaubais,1991,"0,5067"
1102,240260 Ceará-Mirim,1991,"0,4872"
1103,240270 Cerro Corá,1991,"0,4901"
1104,240280 Coronel Ezequiel,1991,"0,533"
1105,240290 Coronel João Pessoa,1991,"0,6313"
1106,240300 Cruzeta,1991,"0,5103"
1107,240310 Currais Novos,1991,"0,6114"
1108,240320 Doutor Severiano,1991,"0,546"
1109,240330 Encanto,1991,"0,5101"
1110,240340 Equador,1991,"0,4828"
1111,240350 Espírito Santo,1991,"0,4624"
1112,240360 Extremoz,1991,"0,4685"
1113,240370 Felipe Guerra,1991,"0,5328"
1114,240375 Fernando Pedroza,1991,
1115,240380 Florânia,1991,"0,5319"
1116,240390 Francisco Dantas,1991,"0,4449"
1117,240400 Frutuoso Gomes,1991,"0,5334"
1118,240410 Galinhos,1991,"0,4215"
1119,240420 Goianinha,1991,"0,5354"
1120,240430 Governador Dix-Sept Rosado,1991,"0,4692"
1121,240440 Grossos,1991,"0,4575"
1122,240450 Guamaré,1991,"0,5647"
1123,240460 Ielmo Marinho,1991,"0,4624"
1124,240470 Ipanguaçu,1991,"0,3962"
1125,240480 Ipueira,1991,"0,4139"
1126,240485 Itajá,1991,
1127,240490 Itaú,1991,"0,6325"
1128,240500 Jaçanã,1991,"0,5206"
1129,240510 Jandaíra,1991,"0,4234"
1130,240520 Janduís,1991,"0,6199"
1131,240530 Januário Cicco,1991,"0,5213"
1132,240540 Japi,1991,"0,5447"
1133,240550 Jardim de Angicos,1991,"0,5273"
1134,240560 Jardim de Piranhas,1991,"0,476"
1135,240570 Jardim do Seridó,1991,"0,4812"
1136,240580 João Câmara,1991,"0,5033"
1137,240590 João Dias,1991,"0,6019"
1138,240600 José da Penha,1991,"0,6186"
1139,240610 Jucurutu,1991,"0,5444"
1140,240615 Jundiá,1991,
1141,240620 Lagoa d'Anta,1991,"0,503"
1142,240630 Lagoa de Pedras,1991,"0,5245"
1143,240640 Lagoa de Velhos,1991,"0,4563"
1144,240650 Lagoa Nova,1991,"0,4978"
1145,240660 Lagoa Salgada,1991,"0,4593"
1146,240670 Lajes,1991,"0,5849"
1147,240680 Lajes Pintadas,1991,"0,4761"
1148,240690 Lucrécia,1991,"0,6555"
1149,240700 Luís Gomes,1991,"0,6078"
1150,240710 Macaíba,1991,"0,5018"
1151,240720 Macau,1991,"0,5758"
1152,240725 Major Sales,1991,
1153,240730 Marcelino Vieira,1991,"0,5335"
1154,240740 Martins,1991,"0,6165"
1155,240750 Maxaranguape,1991,"0,474"
1156,240760 Messias Targino,1991,"0,5675"
1157,240770 Montanhas,1991,"0,5869"
1158,240780 Monte Alegre,1991,"0,5649"
1159,240790 Monte das Gameleiras,1991,"0,5489"
1160,240800 Mossoró,1991,"0,5806"
1161,240810 Natal,1991,"0,6109"
1162,240820 Nísia Floresta,1991,"0,6362"
1163,240830 Nova Cruz,1991,"0,5944"
1164,240840 Olho-d'Água do Borges,1991,"0,5264"
1165,240850 Ouro Branco,1991,"0,4838"
1166,240860 Paraná,1991,"0,5773"
1167,240870 Paraú,1991,"0,5633"
1168,240880 Parazinho,1991,"0,4527"
1169,240890 Parelhas,1991,"0,5287"
1170,240325 Parnamirim,1991,"0,5274"
1171,240910 Passa e Fica,1991,"0,5403"
1172,240920 Passagem,1991,"0,4335"
1173,240930 Patu,1991,"0,5693"
1174,240940 Pau dos Ferros,1991,"0,592"
1175,240950 Pedra Grande,1991,"0,595"
1176,240960 Pedra Preta,1991,"0,5806"
1177,240970 Pedro Avelino,1991,"0,4548"
1178,240980 Pedro Velho,1991,"0,536"
1179,240990 Pendências,1991,"0,5121"
1180,241000 Pilões,1991,"0,5777"
1181,241010 Poço Branco,1991,"0,5195"
1182,241020 Portalegre,1991,"0,5799"
1183,241025 Porto do Mangue,1991,
1184,241030 Presidente Juscelino,1991,"0,6229"
1185,241040 Pureza,1991,"0,4553"
1186,241050 Rafael Fernandes,1991,"0,5462"
1187,241060 Rafael Godeiro,1991,"0,5434"
1188,241070 Riacho da Cruz,1991,"0,4871"
1189,241080 Riacho de Santana,1991,"0,5372"
1190,241090 Riachuelo,1991,"0,4089"
1191,240895 Rio do Fogo,1991,
1192,241100 Rodolfo Fernandes,1991,"0,4522"
1193,241110 Ruy Barbosa,1991,"0,5018"
1194,241120 Santa Cruz,1991,"0,5281"
1195,240933 Santa Maria,1991,
1196,241140 Santana do Matos,1991,"0,4742"
1197,241142 Santana do Seridó,1991,"0,4402"
1198,241150 Santo Antônio,1991,"0,6058"
1199,241160 São Bento do Norte,1991,"0,4704"
1200,241170 São Bento do Trairí,1991,"0,6018"
1201,241180 São Fernando,1991,"0,4671"
1202,241190 São Francisco do Oeste,1991,"0,4729"
1203,241200 São Gonçalo do Amarante,1991,"0,4403"
1204,241210 São João do Sabugi,1991,"0,4936"
1205,241220 São José de Mipibu,1991,"0,5086"
1206,241230 São José do Campestre,1991,"0,5614"
1207,241240 São José do Seridó,1991,"0,551"
1208,241250 São Miguel,1991,"0,5547"
1209,241255 São Miguel do Gostoso,1991,
1210,241260 São Paulo do Potengi,1991,"0,5096"
1211,241270 São Pedro,1991,"0,5344"
1212,241280 São Rafael,1991,"0,5288"
1213,241290 São Tomé,1991,"0,5098"
1214,241300 São Vicente,1991,"0,5063"
1215,241310 Senador Elói de Souza,1991,"0,4417"
1216,241320 Senador Georgino Avelino,1991,"0,5272"
1217,241330 Serra de São Bento,1991,"0,5418"
1218,241335 Serra do Mel,1991,"0,473"
1219,241340 Serra Negra do Norte,1991,"0,5566"
1220,241350 Serrinha,1991,"0,478"
1221,241355 Serrinha dos Pintos,1991,
1222,241360 Severiano Melo,1991,"0,3937"
1223,241370 Sítio Novo,1991,"0,5201"
1224,241380 Taboleiro Grande,1991,"0,5617"
1225,241390 Taipu,1991,"0,4828"
1226,241400 Tangará,1991,"0,5853"
